Authors	Title	Journal	deconfounding	deconfounding level	Age	Sex_Gender	Scan_related	Biological_physiological	Clinical_psychological	Other	Not_specified	notes deconfounding 
Cohen, AO and Glover, MM and Shen, XX and Phaneuf, CV and Avallone, KN and Davachi, L and Hartley, CA and Cohen, Alexandra O. and Glover, Morgan M. and Shen, Xinxu and Phaneuf, Camille V. and Avallone, Kristen N. and Davachi, Lila and Hartley, Catherine A.	Reward Enhances Memory via Age-Varying Online and Offline Neural Mechanisms across Development	JOURNAL OF NEUROSCIENCE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression) after: clinical/psychological (high reward category of the task source image)
Hu, D and Wang, F and Zhang, H and Wu, ZW and Zhou, Z and Li, GS and Wang, L and Lin, WL and Li, G and Hu, Dan and Wang, Fan and Zhang, Han and Wu, Zhengwang and Zhou, Zhen and Li, Guoshi and Wang, Li and Lin, Weili and Li, Gang and UNC UMN Baby Connectome Project Co	Existence of Functional Connectome Fingerprint during Infancy and Its Stability over Months	JOURNAL OF NEUROSCIENCE	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, high-pass filtering) after: age, scan related (motion)
Persichetti, AS and Shao, JY and Gotts, SJ and Martin, A and Persichetti, Andrew S. and Shao, Jiayu and Gotts, Stephen J. and Martin, Alex	Maladaptive Laterality in Cortical Networks Related to Social Communication in Autism Spectrum Disorder	JOURNAL OF NEUROSCIENCE	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	before: age (sample matching), other (IQ (sample matching)), scan related (motion), physiological (cardiac and respiration measures, nuisance covariate regression) after: age, scan related (motion), clinical/psychological (task performance on WASI subtests)
Franzmeier, N and Brendel, M and Beyer, L and Slemann, L and Kovacs, GG and Arzberger, T and Kurz, C and Respondek, G and Lukic, MJ and Biel, D and Rubinski, A and Frontzkowski, L and Hummel, S and Muller, A and Finze, A and Palleis, C and Joseph, E and Weidinger, E and Katzdobler, S and Song, MM and Biechele, G and Kern, M and Scheifele, M and Rauchmann, BS and Perneczky, R and Rullman, M and Patt, M and Schildan, A and Barthel, H and Sabri, O and Rumpf, JJ and Schroeter, ML and Classen, J and Villemagne, V and Seibyl, J and Stephens, AW and Lee, EB and Coughlin, DG and Giese, A and Grossman, M and McMillan, CT and Gelpi, E and Molina-Porcel, L and Compta, Y and van Swieten, JC and Laat, LD and Troakes, C and Al-Sarraj, S and Robinson, JL and Xie, SX and Irwin, DJ and Roeber, S and Herms, J and Simons, M and Bartenstein, P and Lee, VM and Trojanowski, JQ and Levin, J and Hoglinger, G and Ewers, M and Franzmeier, Nicolai and Brendel, Matthias and Beyer, Leonie and Slemann, Luna and Kovacs, Gabor G. and Arzberger, Thomas and Kurz, Carolin and Respondek, Gesine and Lukic, Milica J. and Biel, Davina and Rubinski, Anna and Frontzkowski, Lukas and Hummel, Selina and Muller, Andre and Finze, Anika and Palleis, Carla and Joseph, Emanuel and Weidinger, Endy and Katzdobler, Sabrina and Song, Mengmeng and Biechele, Gloria and Kern, Maike and Scheifele, Maximilian and Rauchmann, Boris-Stephan and Perneczky, Robert and Rullman, Michael and Patt, Marianne and Schildan, Andreas and Barthel, Henryk and Sabri, Osama and Rumpf, Jost J. and Schroeter, Matthias L. and Classen, Joseph and Villemagne, Victor and Seibyl, John and Stephens, Andrew W. and Lee, Edward B. and Coughlin, David G. and Giese, Armin and Grossman, Murray and McMillan, Corey T. and Gelpi, Ellen and Molina-Porcel, Laura and Compta, Yaroslau and van Swieten, John C. and Laat, Laura Donker and Troakes, Claire and Al-Sarraj, Safa and Robinson, John L. and Xie, Sharon X. and Irwin, David J. and Roeber, Sigrun and Herms, Jochen and Simons, Mikael and Bartenstein, Peter and Lee, Virginia M. and Trojanowski, John Q. and Levin, Johannes and Hoeglinger, Gunter and Ewers, Michael	Tau deposition patterns are associated with functional connectivity in primary tauopathies	NATURE COMMUNICATIONS	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: other (inter-regional Euclidean distance (=distance between ROI centers of mass))
Bahrami, M and Laurienti, PJ and Shappell, HM and Dagenbach, D and Simpson, SL and Bahrami, Mohsen and Laurienti, Paul J. and Shappell, Heather M. and Dagenbach, Dale and Simpson, Sean L.	A mixed-modeling framework for whole-brain dynamic network analysis	NETWORK NEUROSCIENCE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: sex, age, physiological/biological (BMI), clinical/psychological (alcohol abuse and dependence), other (smoking status, race, ethnicity, handedness, income, spatial distance between nodes)
Bathelt, J and Geurts, HM and Borsboom, D and Bathelt, Joe and Geurts, Hilde M. and Borsboom, Denny	More than the sum of its parts: Merging network psychometrics and network neuroscience with application in autism	NETWORK NEUROSCIENCE	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (band pass filtering, nuisance covariate regression, global signal regression) during: age, scan related (motion), physiological/biological (GM volume and ICV), other (site, spatial root-mean-square of the data after temporal differencing (DVARS). regressed from each edge. 
Casas-Roma, J and Martinez-Heras, E and Sole-Ribalta, A and Solana, E and Lopez-Soley, E and Vivo, F and Diaz-Hurtado, M and Alba-Arbalat, S and Sepulveda, M and Blanco, Y and Saiz, A and Borge-Holthoefer, J and Llufriu, S and Prados, F and Casas-Roma, Jordi and Martinez-Heras, Eloy and Sole-Ribalta, Albert and Solana, Elisabeth and Lopez-Soley, Elisabet and Vivo, Francesc and Diaz-Hurtado, Marcos and Alba-Arbalat, Salut and Sepulveda, Maria and Blanco, Yolanda and Saiz, Albert and Borge-Holthoefer, Javier and Llufriu, Sara and Prados, Ferran	Applying multilayer analysis to morphological, structural, and functional brain networks to identify relevant dysfunction patterns	NETWORK NEUROSCIENCE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (band pass filtering) after: age, gender
Bahrami, M and Simpson, SL and Burdette, JH and Lyday, RG and Quandt, SA and Chen, HY and Arcury, TA and Laurienti, PJ and Bahrami, Mohsen and Simpson, Sean L. and Burdette, Jonathan H. and Lyday, Robert G. and Quandt, Sara A. and Chen, Haiying and Arcury, Thomas A. and Laurienti, Paul J.	Altered default mode network associated with pesticide exposure in Latinx children from rural farmworker families	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: other (SES (sample matching)), scan related (motion), physiological (band pass filtering) after: other (distance between ROIs, child and maternal education, maternal race, parent's occupation)
Brown, JA and Lee, AJ and Pasquini, L and Seeley, WW and Brown, Jesse A. and Lee, Alex J. and Pasquini, Lorenzo and Seeley, William W.	A dynamic gradient architecture generates brain activity states	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related  (motion), physiological (ICA-FIX denoising, band pass filtering) after: other (FC strength (when estimating partial correlations between actual FC and simulated FC))
Farahani, FV and Karwowski, W and D'Esposito, M and Betzel, RF and Douglas, PK and Sobczak, AM and Bohaterewicz, B and Marek, T and Fafrowicz, M and Farahani, Farzad, V and Karwowski, Waldemar and D'Esposito, Mark and Betzel, Richard F. and Douglas, Pamela K. and Sobczak, Anna Maria and Bohaterewicz, Bartosz and Marek, Tadeusz and Fafrowicz, Magdalena	Diurnal variations of resting-state fMRI data: A graph-based analysis	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering) after: age, gender, clinical/psychological (clinical variables)
Gbadeyan, O and Teng, J and Prakash, RS and Gbadeyan, Oyetunde and Teng, James and Prakash, Ruchika Shaurya	Predicting response time variability from task and resting-state functional connectivity in the aging brain	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, high pass filtering) after: age, sex, scan related (motion), other (site, cross-validation approach, parcellation scheme)
Graff, K and Tansey, R and Rai, S and Ip, A and Rohr, C and Dimond, D and Dewey, D and Bray, S and Graff, Kirk and Tansey, Ryann and Rai, Shefali and Ip, Amanda and Rohr, Christiane and Dimond, Dennis and Dewey, Deborah and Bray, Signe	Functional connectomes become more longitudinally self-stable, but not more distinct from others, across early childhood	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering, global signal regression)  after: other (network size)
Gruskin, DC and Patel, GH and Gruskin, David C. and Patel, Gaurav H.	Brain connectivity at rest predicts individual differences in normative activity during movie watching	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (ICA-FIX denoising, low- and high-pass filtering) after: scan related (tSNR, motion), other (global intrasubject correlation between sessions)
Gu, Y and Li, LF and Zhang, YN and Ma, JJ and Yang, CF and Xiao, Y and Shu, N and Can, C and Lin, Y and Dai, ZJ and Gu, Yue and Li, Liangfang and Zhang, Yining and Ma, Junji and Yang, Chenfan and Xiao, Yu and Shu, Ni and Can, Cam and Lin, Ying and Dai, Zhengjia	The overlapping modular organization of human brain functional networks across the adult lifespan	NEUROIMAGE	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion, linear detrending), physiological (nuisance covariate regression, global signal regression, band pass filtering)  after: gender, scan related (motion)
Litwinczuk, MCL and Muhlert, N and Cloutman, L and Trujillo-Barreto, N and Woollams, A and Czuk, Marta Czime Litwi and Muhlert, Nils and Cloutman, Lauren and Trujillo-Barreto, Nelson and Woollams, Anna	Combination of structural and functional connectivity explains unique variation in specific domains of cognitive function	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, low- and high-pass filtering)  after: age, gender, other (education)
Malagurski, B and Deschwanden, PF and Jancke, L and Merillat, S and Malagurski, Brigitta and Deschwanden, Pascal Frederic and Jaencke, Lutz and Merillat, Susan	Longitudinal functional connectivity patterns of the default mode network in healthy older adults	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)  after: age, sex, scan related (motion), other (time, education)
Mekki, Y and Guillemot, V and Lemaitre, H and Carrion-Castillo, A and Forkel, S and Frouin, V and Philippe, C and Mekki, Yasmina and Guillemot, Vincent and Lemaitre, Herve and Carrion-Castillo, Amaia and Forkel, Stephanie and Frouin, Vincent and Philippe, Cathy	The genetic architecture of language functional connectivity	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (ICA-FIX denoising, high-pass filtering)  after: age, sex, physiological/biological (10 genetic principal components), other (site, genotype array type)
Millar, PR and Luckett, PH and Gordan, BA and Benzinger, TLS and Schindler, SE and Fagan, AM and Cruchaga, C and Bateman, RJ and Allegri, R and Jucker, M and Lee, JH and Mori, H and Salloway, SP and Yakushev, I and Morris, JC and Millar, Peter R. and Luckett, Patrick H. and Gordan, Brian A. and Benzinger, Tammie L. S. and Schindler, Suzanne E. and Fagan, Anne M. and Cruchaga, Carlos and Bateman, Randall J. and Allegri, Ricardo and Jucker, Mathias and Lee, Jae-Hong and Mori, Hiroshi and Salloway, Stephen P. and Yakushev, Igor and Morris, John C.	Predicting brain age from functional connectivity in symptomatic and preclinical Alzheimer disease	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)  after: age, sex, other (education, race)
Nebel, MB and Lidstone, DE and Wang, LW and Benkeser, D and Mostofsky, SH and Risk, BB and Nebel, Mary Beth and Lidstone, Daniel E. and Wang, Liwei and Benkeser, David and Mostofsky, Stewart H. and Risk, Benjamin B.	Accounting for motion in resting-state fMRI: What part of the spectrum are we characterizing in autism spectrum disorder?	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion, signal drift) during: physiological (by using partial correlations for network estimation), sex, scan related (motion), other (race, SES) after: age, clinical/psychological (primary diagnosis, secondary diagnosis of ADHD, medication use, motor overflow, GAI, DuPaul inattention and hyperactivity/impulsivity scores, ADOS) 
Petersen, M and Nagele, FL and Mayer, C and Schell, M and Rimmele, DL and Petersen, E and Kuhn, S and Gallinat, J and Hanning, U and Fiehler, J and Twerenbold, R and Gerloff, C and Thomalla, G and Cheng, B and Petersen, Marvin and Naegele, Felix L. and Mayer, Carola and Schell, Maximilian and Rimmele, D. Leander and Petersen, Elina and Kuehn, Simone and Gallinat, Juergen and Hanning, Uta and Fiehler, Jens and Twerenbold, Raphael and Gerloff, Christian and Thomalla, Goetz and Cheng, Bastian	Brain network architecture constrains age-related cortical thinning	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression)    after: other (parcellation scheme)
Schneider, SC and Archila-Melendez, ME and Goettler, J and Kaczmarz, S and Zott, B and Priller, J and Kallmayer, M and Zimmer, C and Sorg, C and Preibisch, C and Schneider, Sebastian C. and Archila-Melendez, Mario E. and Goettler, Jens and Kaczmarz, Stephan and Zott, Benedikt and Priller, Josef and Kallmayer, Michael and Zimmer, Claus and Sorg, Christian and Preibisch, Christine	Resting-state BOLD functional connectivity depends on the heterogeneity of capillary transit times in the human brain A combined lesion and simulation study about the influence of blood flow response timing	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	before: age (sample matching), scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: age, sex, physiological/biological (baseline CBF and relative CBV), clinical/psychological (hypertension, diabetes)
Shan, ZY and Mohamed, AZ and Schwenn, P and McLoughlin, LT and Boyes, A and Sacks, D and Driver, C and Calhoun, VD and Lagopoulos, J and Hermens, DF and Shan, Zack Y. and Mohamed, Abdalla Z. and Schwenn, Paul and McLoughlin, Larisa T. and Boyes, Amanda and Sacks, Dashiell and Driver, Christina and Calhoun, Vince D. and Lagopoulos, Jim and Hermens, Daniel F.	A longitudinal study of functional connectome uniqueness and its association with psychological distress in adolescence	NEUROIMAGE	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: age, scan related (motion)
Strain, JF and Brier, MR and Tanenbaum, A and Gordon, BA and McCarthy, JE and Dincer, A and Marcus, DS and Chhatwal, JP and Graff-Radford, NR and Day, GS and la Fougere, C and Perrin, RJ and Salloway, S and Schofield, PR and Yakushev, I and Ikeuchi, T and Voeglein, J and Morris, JC and Benzinger, TLS and Bateman, RJ and Ances, BM and Snyder, AZ and Strain, Jeremy F. and Brier, Matthew R. and Tanenbaum, Aaron and Gordon, Brian A. and McCarthy, John E. and Dincer, Aylin and Marcus, Daniel S. and Chhatwal, Jasmeer P. and Graff-Radford, Neill R. and Day, Gregory S. and la Fougere, Christian and Perrin, Richard J. and Salloway, Stephen and Schofield, Peter R. and Yakushev, Igor and Ikeuchi, Takeshi and Voeglein, Jonathan and Morris, John C. and Benzinger, Tammie L. S. and Bateman, Randall J. and M. Ances, Beau and Snyder, Abraham Z. and Dominantly Inherited Alzheimer Network	Covariance-based vs. correlation-based functional connectivity dissociates healthy aging from Alzheimer disease	NEUROIMAGE	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), scan related (motion), physiological (nuisance covariate regression, global signal regression, band pass filtering) after: other (cohort)
Suo, XL and Zuo, C and Lan, H and Pan, NF and Zhang, X and Kemp, GJ and Wang, S and Gong, QY and Suo, Xueling and Zuo, Chao and Lan, Huan and Pan, Nanfang and Zhang, Xun and Kemp, Graham J. and Wang, Song and Gong, Qiyong	COVID-19 vicarious traumatization links functional connectome to general distress	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion, linear detrending), physiological (nuisance covariate regression, band-pass filtering) after: age, sex, scan related (motion), clinical/psychological (general mental health, stressful life events), other (family SES)
Taylor, BK and Frenzel, MR and Eastman, JA and Embury, CM and Agcaoglu, O and Wang, YP and Stephen, JM and Calhoun, VD and Wilson, TW and Taylor, Brittany K. and Frenzel, Michaela R. and Eastman, Jacob A. and Embury, Christine M. and Agcaoglu, Oktay and Wang, Yu-Ping and Stephen, Julia M. and Calhoun, Vince D. and Wilson, Tony W.	Individual differences in amygdala volumes predict changes in functional connectivity between subcortical and cognitive control networks throughout adolescence	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (ICA noise removal) after: age, sex, other (site)
Tejavibulya, L and Peterson, H and Greene, A and Gao, SY and Rolison, M and Noble, S and Scheinost, D and Tejavibulya, Link and Peterson, Hannah and Greene, Abigail and Gao, Siyuan and Rolison, Max and Noble, Stephanie and Scheinost, Dustin	Large-scale differences in functional organization of left- and right-handed individuals using whole-brain, data-driven analysis of connectivity	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: scan related (motion, linear detrending), physiological (nuisance covariate regression) after: age, sex, clinical/psychological (clinical diagnoses), other (site)
Tetereva, A and Li, J and Deng, JD and Stringaris, A and Pat, N and Tetereva, Alina and Li, Jean and Deng, Jeremiah D. and Stringaris, Argyris and Pat, Narun	Capturing brain -cognition relationship: Integrating task -based fMRI across tasks markedly boosts prediction and test -retest reliability	NEUROIMAGE	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (ICA-FIX nuisance covariate regression)    after: age, sex, scan related (motion), other (race/ethnicity)
Wen, HJ and Xu, T and Wang, XY and Yu, X and Bi, YC and Wen, Haojie and Xu, Ting and Wang, Xiaoying and Yu, Xi and Bi, Yanchao	Brain intrinsic connection patterns underlying tool processing in human adults are present in neonates and not in macaques	NEUROIMAGE	Multiple	Multiple	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion, linear detrending), physiological (nuisance covariate regression, band pass filtering)   after: scan related (temporal SNR), other (sample size, inter-nodal Euclidean distance, ROI selection) 
Zhu, JW and Qiu, AQ and Zhu, Jingwen and Qiu, Anqi	Interindividual variability in functional connectivity discovers differential development of cognition and transdiagnostic dimensions of psychopathology in youth	NEUROIMAGE	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)  after: sex, scan related (motion), other (race)
Alvand, A and Kuruvilla-Mathew, A and Kirk, IJ and Roberts, RP and Pedersen, M and Purdy, SC and Alvand, Ashkan and Kuruvilla-Mathew, Abin and Kirk, Ian J. and Roberts, Reece P. and Pedersen, Mangor and Purdy, Suzanne C.	Altered brain network topology in children with auditory processing disorder: A resting-state multi-echo fMRI study	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	before: scan related (motion), physiological (ICA-AROMA denoising, global signal regression, band-pass filtering) after: age, clinical/psychological (patient group)
Bortolin, K and Delavari, F and Preti, MG and Sandini, C and Mancini, V and Mullier, E and Van de Ville, D and Eliez, S and Bortolin, Karin and Delavari, Farnaz and Preti, Maria Giulia and Sandini, Corrado and Mancini, Valentina and Mullier, Emeline and Van de Ville, Dimitri and Eliez, Stephan	Neural substrates of psychosis revealed by altered dependencies between brain activity and white-matter architecture in individuals with 22q11 deletion syndrome	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: age, scan related (motion)
Cecilia, A and Patricio, P and Donna, C and Rakibul, H and Sussanne, R and Betsy, L and Bharat, B and Cecilia, Algarin and Patricio, Peirano and Donna, Chen and Rakibul, Hafiz and Sussanne, Reyes and Betsy, Lozoff and Bharat, Biswal	Cognitive control inhibition networks in adulthood are impaired by early iron deficiency in infancy	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: sex (sample matching), clinical/psychological (depressive symptoms (sample matching)), other (maternal age, education, SES, absence of father (all sample matching)), scan related (motion), physiological (nuisance covariate regression, band-pass filtering)  after: age, sex
Dai, M and Qiao, J and Wei, XM and Chen, HY and Shi, ZH and Dou, ZL and Dai, Meng and Qiao, Jia and Wei, Xiaomei and Chen, Huayu and Shi, Zhonghui and Dou, Zulin	Increased cortical-medulla functional connectivity is correlated with swallowing in dysphagia patients with subacute infratentorial stroke	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	before: age (sample matching), scan related (motion) after: age, sex 
Eising, CM and Maercker, A and Malagurski, B and Jancke, L and Merillat, S and Eising, Carla M. and Maercker, Andreas and Malagurski, Brigitta and Jancke, Lutz and Merillat, Susan	A longitudinal resting-state functional connectivity analysis on trauma exposure and post-traumatic stress symptoms in older individuals	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, global signal regression, band-pass filtering)  after: age, gender, other (education)
Fischer, F and Malherbe, C and Schlemm, E and Schroeder, J and Heinze, M and Cheng, BS and Schulz, M and Fiehler, J and Larena-Avellaneda, A and Gerloff, C and Thomalla, G and Fischer, Felix and Malherbe, Caroline and Schlemm, Eckhard and Schroeder, Julian and Heinze, Marlene and Cheng, Bastian and Schulz, Maximilian and Fiehler, Jens and Larena-Avellaneda, Axel and Gerloff, Christian and Thomalla, Gotz	Intrinsic functional brain connectivity is resilient to chronic hypoperfusion caused by unilateral carotid artery stenosis	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: age (sample matching), scan related (motion), physiological (nuisance covariate regression, band-pass filtering, global signal regression)  after: age, sex 
Healey, K and Fang, Z and Smith, A and Zemek, R and Ledoux, AA and Healey, Katherine and Fang, Zhuo and Smith, Andra and Zemek, Roger and Ledoux, Andree-Anne	Adolescents with a concussion have altered brain network functional connectivity one month following injury when compared to adolescents with orthopedic injuries	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion), physiological (nuisance covariate regression to remove cardiac/respiration artifacts, band-pass filtering, global signal regression)  after: age, sex, clinical/psychological (composite diagnostic score), other (handedness, randomisation group)
Kang, J and Cao, L and Yuan, TY and Jin, L and He, YJ and Liu, X and Zhang, CP and Chen, N and Ma, GF and Qiao, N and Zhang, BC and Wu, WT and Shi, YY and Gao, H and Li, CZ and Zhang, YZ and Zuo, ZT and Gui, SB and Kang, Jie and Cao, Lei and Yuan, Taoyang and Jin, Lu and He, Yanjiao and Liu, Xing and Zhang, Cuiping and Chen, Nan and Ma, Guofo and Qiao, Ning and Zhang, Bochao and Wu, Wentao and Shi, Yuanyu and Gao, Hua and Li, Chuzhong and Zhang, Yazhuo and Zuo, Zhentao and Gui, Songbai	Fornix alterations induce the disruption of default mode network in patients with adamantinomatous craniopharyngiomas	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: age (sample matching), sex (sample matching), other (education (sample matching)), scan related (motion), physiological (nuisance covariate regressino to remove cardiac/respiration artifacts, band-pass filtering, global signal regression) after: age, sex, physiological/biological (intracranial volume)
Liu, L and Lyu, TL and Fu, MY and Wang, LP and Chen, Y and Hong, JH and Chen, QY and Zhu, YP and Tan, ZJ and Liu, DP and Chen, ZW and Kong, YZ and Li, B and Liu, Lu and Lyu, Tian-Li and Fu, Ming-Yang and Wang, Lin-Peng and Chen, Ying and Hong, Jia-Hui and Chen, Qiu-Yi and Zhu, Yu-Pu and Tan, Zhong-Jian and Liu, Da-Peng and Chen, Zi-Wei and Kong, Ya-Zhuo and Li, Bin	Changes in brain connectivity linked to multisensory processing of pain modulation in migraine with acupuncture treatment	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, band-pass filtering) after: age, sex, other (education)
Lund, MJ and Alnaes, D and de Lange, AMG and Andreassen, OA and Westlye, LT and Kaufmann, T and Lund, Martina J. and Alnaes, Dag and de Lange, Ann-Marie G. and Andreassen, Ole A. and Westlye, Lars T. and Kaufmann, Tobias	Brain age prediction using fMRI network coupling in youths and associations with psychiatric symptoms	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	before: scan related (motion), physiological (nuisance covariate regression, high-pass filtering) after: age, sex, scan related (motion, temporal SNR), other (site)
Romanello, A and Krohn, S and Von Schwanenflug, N and Chien, C and Bellmann-Strobl, J and Ruprecht, K and Paul, F and Finke, C and Romanello, Amy and Krohn, Stephan and Von Schwanenflug, Nina and Chien, Claudia and Bellmann-Strobl, Judith and Ruprecht, Klemens and Paul, Friedemann and Finke, Carsten	Functional connectivity dynamics reflect disability and multi-domain clinical impairment in patients with relapsing-remitting multiple sclerosis	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	before: age (sample matching), sex (sample matching), scan related (motion), physiological (nuisance covariate regression, band-pass filtering) after: age
Stewart, HJ and Cash, EK and Hunter, LL and Maloney, T and Vannest, J and Moore, DR and Stewart, Hannah J. and Cash, Erin K. and Hunter, Lisa L. and Maloney, Thomas and Vannest, Jennifer and Moore, David R.	Speech cortical activation and connectivity in typically developing children and those with listening difficulties	NEUROIMAGE-CLINICAL	Multiple	Multiple	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	before: age (sample matching), scan related (motion), physiological (nuisance covariate regression to remove cardiac/respiration artifacts, high-pass filtering) after: age
Tao, Y and Tsapkini, K and Rapp, B and Tao, Yuan and Tsapkini, Kyrana and Rapp, Brenda	Inter-hemispheric synchronicity and symmetry: The functional connectivity consequences of stroke and neurodegenerative disease	NEUROIMAGE-CLINICAL	Multiple	Multiple	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	before: gender (sample matching), clinical/psychological (aphasia profile, left-hemispheric damage distribution (all sample matching)), other (education (sample matching)), scan related (motion), physiological (nuisance covariate regression, high-pass filtering) after: scan related (motion), physiological/biological (amount of structural damage)
